class,tidy_tweet
1,يارب الطف بحال امه الا الطفل الرحمن الرحيم يجبر قلبها
1,يارب الطف
1,يارب الله يحميه
1,يارب بشرنا بشر الديه بسلامته خروجه بخير عافيه
1,يارب تعود البسمة للعالم كله
1,يارب تنجيه
1,يارب رده لاهله سالم معافى
1,يارب فرح قلب اميمته أبوه بخروجه البئر سالما معافى يارب
1,يارب كرريم
1,يارب كريم انك تحفظه يرجع سالم لهله
1,يارب ياحي ياقيوم
1,يارب يارب يعجزك شيء
1,يارب يارب يارب
1,يارب ياقاااادر
1,يارب ياكريم يعود لحضن امه
1,يارب يطلع سالم
1,يارب يطلع سالم غانم
1,يارب يطلع سالم معافى
1,يارب
1,ياربب
1,ياربىرحمتك لطفك
1,ياربي مطولين باقي
1,ياررب
1,يارررررب
1,يارررررررررررررررررررررررررررررب ياكريم
1,ياعمري ربي يخارجه يقر اهله معافى يارب
0,ياليت البلدية تقفل الابيار عندنا تحدث كارثة حقيقية ريان
0,يالييت يتعلمون منكك
1,يطلع سالم يارب
0,يعني انت الاخبار اول باول سكوفيلد
1,يعني مات فتره
0,يقولون انه دخل غيبوبة العصر
0,جواب عاصم أسئلتك التغريدة أخطأ إياد
0,انا گمان احساسگ الله العظيم
1,الله إليه راجعون اللهم اجعله طيرا طيور الجنة اربط قلب الديه يلهمم الصبر السلوان اجعله شفيعا لوالديه
0,فرددناه أمه تقر تحزن
0,
0,اجل تبكي لوفاة ابنها لمدة ايام الظلام الم الجوع العطش تحمل الطفل العذاب لاكن الاعلام القنوات الكاذبه كانت تقول انها تبكي شدة الفرح
1,احنا بكينا
1,احنا بكينا معاها يالامهات عشنا لحظه حست بفقد لدها الله يحفظ ابنائنا
0,اشوى علمتونا كنا نحسبها نايمه
0,الحمد الله لقد عادت الحياة
0,الحمد لله
0,الحمد لله يرضى الرضى
0,الحمد لله خروجه حي اللهم الحمد
1,الحمدالله
0,الحمدلله
0,الحمدلله يارب بلغها
0,الحمدلله
0,الحمدلله اذا اراد الله أمرا فيكون
0,الحمدلله يارب
1,الطفل ميت فتره
1,العكس تصيح لانه متوفى
0,الله يجبر خاطرها يسعدها بابنها فلذة كبدها
1,الله يحفظه
1,الله يربط قلبها يجعله شفيع فالجنه
1,الله يرحمه يغفرله يجعل قبره روضة رياض الجنة
1,الله يصبرقلبها تفرح سلامته
1,الله يعوضك يارب يرحم ريان
0,اللهم الحمد
0,اللهم الحمد الله يشفيه يحفظه
0,اللـهم الحمد ترضى الـحمد الرضى الحمدلله حال
0,اللهم الحمد ينبغي لجلال جهك عظيم سلطانك
0,اللهم الحمد الشكر
1,توفى الحين اهلنوه بشكل رسمي
1,توفي
1,توفي رحمه الله غفر الله
0,خلاص احذف
0,سجود شكر لله خروج الطفل ريان جميعا
1,طيب اريد مقطع خروجه
1,طيب حي
1,فرحا او حزنا
1,لاحول لاقوة الابالله اللهم أنزل السكينة اهله يارب
1,للأسف توفى
1,مات
0,مجدا لرب
1,مو الدة ريان كلنا
0,ياحبيبتي ربي يخليه لعين ترجيه
1,يارب طمنهم
0,يارب الحمد الشكر ينبغي لجلال جهك عظيم سلطانك يارب البسه الصحة العافية
1,ياقلبي عليها
0,يالله الحمد الشكر طلع ريان يارب عجل بشفائه ارحم الراحمين
1,يقولون توفي الطفل ريان
0,ميت الولد
0,سمي لدك هق
0,شكلك شاربه حليب جمآل
0,دي اعرف سبب الانفجار
0,القول المثل عميا تخضب مجنونه الناس انت
0,ههههههههههه
0,توفي عسل
1,يالطيف ربي يستر عليهم يحفط لبنان
0,يالطنايا افزعوا
0,شدخله
1,الله يحفظهم
1,لاحول لاقوة الا بالله
1,آلله يرحمهم برحمته الواسعة أسكنهم فسيح جناته
1,لله راجعون
1,استودعتهم الله الله يكون عونهم
0,اعوذ بالله
1,اف
0,الحوثي يسلم
1,الله المستعان
1,الله المستعان
1,الله يحفظ أهل لبنان الابرياء يارب ارحم ضعيفهم
1,الله يحفظكم
1,الله يحفظهم
1,الله يحفظهم لبنان
1,الله يرحم الموتى الله يشافي الجرحى
1,الله يرحم توفى منهم يشفي المصابين يحفظ لبنان أهلها شر رب
1,الله يرحم موتانا موتى المسلمين
1,الله يرحم ميتهم يشفي مصابهم يآرب العالمين
1,الله يرحمنا يستر مسلم أكيد أعداء الوطن
1,الله يرحمهم
1,الله يستر عليهم
1,الله يشفي المصابين يرحم موتاهم
1,الله يشفيهم الله يرحم الموتى
1,الله يشفيهم رب
1,الله يشفيهم يارب
1,الله يعينهم
1,الله يكفينا الشر
1,الله يكون عونهم
1,الله يكون عونهم يلطف فيهم
1,الله يلطف بحالهم
1,الله يلطف فيهم
1,الله يلطف فيهم
1,الله يلطف فيهم بيلاقونها
1,اللهم سلم
1,انا لله انا اليه راجعون
1,انا لله اليه راجعون حسبنا الله الوكيل ظالم مفسد الارض
1,انا لله انا اليه راجعون
0,التعليقات فعلا تعليق الله يقسى قلوبنا يل للقاسية قلوبهم
0,حزب الشيطان الخطر الاعظم لبنان
1,حسبنا الله الوكيل
1,حسبنا الله الوكيل لاحول قوة الا بالله اللهم سلم يارب
1,حسبي الله الوكيل
1,حسبي الله الوكيل
1,سترك عفوك رضاك يارب
1,الله عونهم كارثه الى كارثه
1,إله الله محمد رسول الله
1,إلهه الا الله الله حسبي الوكيل
1,اله الا الله
1,حول قوة بالله
1,حول قوة بالله
1,حول قوة الا بالله
1,حول قوة الا بالله اللهم ارفع عنهم البلاء
1,حول قوة الا بالله الانفجار فظيع ربنا يسترها معهم
1,حول قوة الا بالله العلي العظيم
1,حول قوة الى بالله
1,حول قوه بالله
1,حول لاقوة الا بالله
1,حولا قوه الا بالله العلي العظيم حسبي الله الوكيل الله يشفي المصابين يرحم متوفين يارب العالمين
1,لاحول قوة بالله
1,لاحول قوة الا بالله العلي العظيم
1,لاحول قوة الا بالله الله يلطف
1,لاحول قوه الابالله
1,لاحول لاقوة بالله الله يلطف بحالهم يكون بعونهم
1,لاحول لاقوة بالله العلي العظيم
1,لاحول لاقوة بالله
1,لاحول لاقوة الا بالله
1,لاحول لاقوة الا بالله الله يشافيهم يكون بعونهم يحميهم يرحم توفى فيهم
1,لاحول لاقوة الا بالله
1,لاحول لاقوة الا بالله يارب تشفيهم تعافيهم تحفظهم
1,لاحول لاقوة الا بالله الله يحفظ لبنان اهلها يحفظ طنا العربي الله شي مرعب محزن
1,لاحول لاقوة الابالله
1,لاحول لاقوه الابالله
0,لايحصى اللحظة اتمنى تنقلون الخبر باسلوب صحيح
1,لله يلطف فيهم
0,هلحين اشوف الاخبار مكان لاعرفنا نوع الانفجار السبب
1,اااو الله يكفينا
1,الله ألطف أرحم بالجميع
1,لطيف الله يستر الله يعظم اجرهم ياربي
